Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6910        -331.1403    -333.8817       2.7414   290.5
0.6915        -331.1534    -333.8879       2.7346   289.8
0.6920        -331.1659    -333.9090       2.7431   290.7
0.6925        -331.1781    -333.9439       2.7657   293.1
0.6930        -331.1902    -333.9893       2.7991   296.6
0.6935        -331.2018    -334.0387       2.8370   300.7
0.6940        -331.2130    -334.0874       2.8744   304.6
0.6945        -331.2239    -334.1323       2.9083   308.2
0.6950        -331.2345    -334.1720       2.9374   311.3
0.6955        -331.2447    -334.2071       2.9624   313.9
0.6960        -331.2546    -334.2400       2.9855   316.4
0.6965        -331.2645    -334.2735       3.0090   318.9
0.6970        -331.2740    -334.3077       3.0337   321.5
0.6975        -331.2835    -334.3426       3.0591   324.2
0.6980        -331.2931    -334.3765       3.0834   326.8
0.6985        -331.3024    -334.4049       3.1025   328.8
0.6990        -331.3114    -334.4246       3.1133   329.9
0.6995        -331.3202    -334.4349       3.1147   330.1
0.7000        -331.3286    -334.4361       3.1076   329.3
0.7005        -331.3368    -334.4322       3.0955   328.1
0.7010        -331.3446    -334.4293       3.0848   326.9
0.7015        -331.3521    -334.4341       3.0820   326.6
0.7020        -331.3596    -334.4506       3.0909   327.6
0.7025        -331.3674    -334.4794       3.1121   329.8
0.7030        -331.3749    -334.5177       3.1428   333.1
0.7035        -331.3827    -334.5606       3.1780   336.8
0.7040        -331.3903    -334.6021       3.2118   340.4
0.7045        -331.3977    -334.6380       3.2403   343.4
0.7050        -331.4053    -334.6674       3.2621   345.7
0.7055        -331.4127    -334.6904       3.2777   347.4
0.7060        -331.4208    -334.7064       3.2856   348.2
0.7065        -331.4285    -334.7117       3.2832   347.9
0.7070        -331.4363    -334.7059       3.2696   346.5
0.7075        -331.4440    -334.6885       3.2445   343.8
0.7080        -331.4513    -334.6600       3.2087   340.0
0.7085        -331.4582    -334.6235       3.1653   335.4
0.7090        -331.4650    -334.5823       3.1173   330.4
0.7095        -331.4716    -334.5372       3.0656   324.9
0.7100        -331.4780    -334.4899       3.0119   319.2
0.7105        -331.4838    -334.4424       2.9586   313.5
0.7110        -331.4893    -334.3979       2.9087   308.3
0.7115        -331.4940    -334.3607       2.8667   303.8
0.7120        -331.4985    -334.3363       2.8379   300.7
0.7125        -331.5028    -334.3271       2.8243   299.3
0.7130        -331.5068    -334.3321       2.8253   299.4
0.7135        -331.5104    -334.3490       2.8386   300.8
0.7140        -331.5134    -334.3745       2.8611   303.2
0.7145        -331.5163    -334.4064       2.8902   306.3
0.7150        -331.5186    -334.4423       2.9237   309.8
0.7155        -331.5206    -334.4808       2.9602   313.7
0.7160        -331.5223    -334.5197       2.9974   317.7
0.7165        -331.5237    -334.5553       3.0315   321.3
0.7170        -331.5251    -334.5841       3.0590   324.2
0.7175        -331.5261    -334.6019       3.0758   326.0
0.7180        -331.5263    -334.6053       3.0790   326.3
0.7185        -331.5267    -334.5950       3.0684   325.2
0.7190        -331.5265    -334.5728       3.0463   322.8
0.7195        -331.5260    -334.5428       3.0169   319.7
0.7200        -331.5252    -334.5101       2.9849   316.3
0.7205        -331.5244    -334.4792       2.9547   313.1
0.7210        -331.5231    -334.4526       2.9294   310.5
0.7215        -331.5219    -334.4323       2.9104   308.4
0.7220        -331.5201    -334.4180       2.8980   307.1
0.7225        -331.5179    -334.4093       2.8914   306.4
0.7230        -331.5153    -334.4047       2.8894   306.2
0.7235        -331.5123    -334.4046       2.8923   306.5
0.7240        -331.5090    -334.4109       2.9019   307.5
0.7245        -331.5048    -334.4260       2.9212   309.6
0.7250        -331.5005    -334.4543       2.9538   313.0
0.7255        -331.4956    -334.4966       3.0011   318.0
0.7260        -331.4911    -334.5514       3.0604   324.3
0.7265        -331.4867    -334.6108       3.1242   331.1
0.7270        -331.4815    -334.6631       3.1817   337.2
0.7275        -331.4764    -334.6997       3.2233   341.6
0.7280        -331.4708    -334.7122       3.2414   343.5
0.7285        -331.4648    -334.6966       3.2318   342.5
0.7290        -331.4586    -334.6538       3.1952   338.6
0.7295        -331.4520    -334.5910       3.1390   332.7
0.7300        -331.4452    -334.5215       3.0763   326.0
0.7305        -331.4387    -334.4597       3.0209   320.2
0.7310        -331.4324    -334.4154       2.9830   316.1
0.7315        -331.4266    -334.3913       2.9647   314.2
0.7320        -331.4205    -334.3797       2.9592   313.6
0.7325        -331.4139    -334.3692       2.9553   313.2
0.7330        -331.4068    -334.3515       2.9446   312.1
0.7335        -331.3990    -334.3236       2.9245   309.9
0.7340        -331.3906    -334.2880       2.8974   307.1
0.7345        -331.3818    -334.2518       2.8700   304.2
0.7350        -331.3727    -334.2239       2.8511   302.2
0.7355        -331.3637    -334.2107       2.8470   301.7
0.7360        -331.3545    -334.2132       2.8587   303.0
0.7365        -331.3450    -334.2277       2.8827   305.5
0.7370        -331.3347    -334.2489       2.9141   308.8
0.7375        -331.3239    -334.2728       2.9489   312.5
0.7380        -331.3127    -334.2957       2.9830   316.1
0.7385        -331.3009    -334.3137       3.0128   319.3
0.7390        -331.2889    -334.3246       3.0357   321.7
0.7395        -331.2764    -334.3249       3.0485   323.1
0.7400        -331.2636    -334.3119       3.0483   323.0
0.7405        -331.2507    -334.2838       3.0331   321.4
0.7410        -331.2372    -334.2406       3.0034   318.3
0.7415        -331.2234    -334.1860       2.9627   314.0
0.7420        -331.2092    -334.1281       2.9189   309.3
0.7425        -331.1948    -334.0771       2.8823   305.5
0.7430        -331.1806    -334.0428       2.8622   303.3
0.7435        -331.1661    -334.0299       2.8638   303.5
0.7440        -331.1514    -334.0388       2.8874   306.0
0.7445        -331.1365    -334.0658       2.9292   310.4
0.7450        -331.1208    -334.1025       2.9817   316.0
0.7455        -331.1045    -334.1419       3.0374   321.9
0.7460        -331.0877    -334.1785       3.0908   327.6
0.7465        -331.0700    -334.2079       3.1379   332.5
0.7470        -331.0521    -334.2290       3.1769   336.7
0.7475        -331.0338    -334.2408       3.2070   339.9
0.7480        -331.0151    -334.2430       3.2279   342.1
0.7485        -330.9963    -334.2378       3.2415   343.5
0.7490        -330.9775    -334.2272       3.2497   344.4
0.7495        -330.9588    -334.2129       3.2541   344.9
0.7500        -330.9401    -334.1961       3.2560   345.1
0.7505        -330.9209    -334.1769       3.2560   345.1
0.7510        -330.9021    -334.1569       3.2548   344.9
0.7515        -330.8831    -334.1361       3.2529   344.7
0.7520        -330.8640    -334.1150       3.2510   344.5
0.7525        -330.8451    -334.0948       3.2497   344.4
0.7530        -330.8263    -334.0756       3.2494   344.4
0.7535        -330.8075    -334.0560       3.2485   344.3
0.7540        -330.7887    -334.0325       3.2438   343.8
0.7545        -330.7696    -334.0043       3.2347   342.8
0.7550        -330.7503    -333.9748       3.2246   341.7
0.7555        -330.7312    -333.9503       3.2192   341.2
0.7560        -330.7120    -333.9360       3.2240   341.7
0.7565        -330.6931    -333.9355       3.2424   343.6
0.7570        -330.6743    -333.9484       3.2741   347.0
0.7575        -330.6552    -333.9689       3.3136   351.2
0.7580        -330.6360    -333.9893       3.3533   355.4
0.7585        -330.6165    -334.0037       3.3872   359.0
0.7590        -330.5969    -334.0086       3.4117   361.6
0.7595        -330.5774    -334.0037       3.4263   363.1
0.7600        -330.5580    -333.9881       3.4301   363.5
0.7605        -330.5388    -333.9625       3.4237   362.8
0.7610        -330.5199    -333.9288       3.4088   361.3
0.7615        -330.5010    -333.8885       3.3875   359.0
0.7620        -330.4821    -333.8460       3.3639   356.5
0.7625        -330.4635    -333.8064       3.3429   354.3
0.7630        -330.4456    -333.7758       3.3302   352.9
0.7635        -330.4282    -333.7581       3.3299   352.9
0.7640        -330.4106    -333.7528       3.3422   354.2
0.7645        -330.3934    -333.7585       3.3651   356.6
0.7650        -330.3763    -333.7728       3.3965   360.0
0.7655        -330.3593    -333.7916       3.4324   363.8
0.7660        -330.3422    -333.8071       3.4649   367.2
0.7665        -330.3250    -333.8130       3.4880   369.6
0.7670        -330.3077    -333.8068       3.4991   370.8
0.7675        -330.2903    -333.7917       3.5014   371.1
0.7680        -330.2730    -333.7784       3.5054   371.5
0.7685        -330.2562    -333.7794       3.5232   373.4
0.7690        -330.2401    -333.8017       3.5616   377.4
0.7695        -330.2253    -333.8414       3.6161   383.2
0.7700        -330.2108    -333.8818       3.6710   389.0
0.7705        -330.1962    -333.9049       3.7087   393.0
0.7710        -330.1819    -333.8979       3.7160   393.8
0.7715        -330.1672    -333.8559       3.6886   390.9
0.7720        -330.1529    -333.7894       3.6365   385.4
0.7725        -330.1393    -333.7154       3.5760   379.0
0.7730        -330.1267    -333.6480       3.5213   373.2
0.7735        -330.1153    -333.5961       3.4808   368.9
0.7740        -330.1045    -333.5608       3.4563   366.3
0.7745        -330.0946    -333.5367       3.4421   364.8
0.7750        -330.0842    -333.5148       3.4306   363.6
0.7755        -330.0740    -333.4915       3.4175   362.2
0.7760        -330.0640    -333.4671       3.4031   360.7
0.7765        -330.0542    -333.4457       3.3916   359.4
0.7770        -330.0445    -333.4316       3.3871   359.0
0.7775        -330.0357    -333.4268       3.3911   359.4
0.7780        -330.0270    -333.4273       3.4003   360.3
0.7785        -330.0184    -333.4268       3.4084   361.2
0.7790        -330.0093    -333.4225       3.4132   361.7
0.7795        -330.0003    -333.4178       3.4175   362.2
0.7800        -329.9914    -333.4184       3.4270   363.2
0.7805        -329.9835    -333.4284       3.4449   365.1
0.7810        -329.9760    -333.4431       3.4671   367.4
0.7815        -329.9687    -333.4537       3.4850   369.3
0.7820        -329.9611    -333.4529       3.4919   370.1
0.7825        -329.9531    -333.4403       3.4873   369.6
0.7830        -329.9453    -333.4242       3.4789   368.7
0.7835        -329.9385    -333.4133       3.4748   368.3
0.7840        -329.9324    -333.4100       3.4777   368.6
0.7845        -329.9266    -333.4118       3.4852   369.4
0.7850        -329.9210    -333.4137       3.4927   370.1
0.7855        -329.9153    -333.4132       3.4979   370.7
0.7860        -329.9096    -333.4131       3.5035   371.3
0.7865        -329.9047    -333.4210       3.5163   372.6
0.7870        -329.8999    -333.4422       3.5423   375.4
0.7875        -329.8961    -333.4790       3.5829   379.7
0.7880        -329.8931    -333.5259       3.6328   385.0
0.7885        -329.8907    -333.5723       3.6816   390.2
0.7890        -329.8882    -333.6063       3.7181   394.0
0.7895        -329.8860    -333.6230       3.7370   396.0
0.7900        -329.8841    -333.6235       3.7395   396.3
0.7905        -329.8829    -333.6159       3.7330   395.6
0.7910        -329.8821    -333.6112       3.7290   395.2
0.7915        -329.8827    -333.6174       3.7347   395.8
0.7920        -329.8845    -333.6322       3.7477   397.2
0.7925        -329.8871    -333.6465       3.7594   398.4
0.7930        -329.8900    -333.6503       3.7603   398.5
0.7935        -329.8935    -333.6395       3.7461   397.0
0.7940        -329.8969    -333.6171       3.7202   394.3
0.7945        -329.9012    -333.5913       3.6901   391.1
0.7950        -329.9061    -333.5696       3.6635   388.2
0.7955        -329.9115    -333.5585       3.6470   386.5
0.7960        -329.9178    -333.5630       3.6452   386.3
0.7965        -329.9254    -333.5832       3.6579   387.7
0.7970        -329.9335    -333.6124       3.6789   389.9
0.7975        -329.9425    -333.6396       3.6971   391.8
0.7980        -329.9517    -333.6530       3.7013   392.3
0.7985        -329.9615    -333.6450       3.6835   390.4
0.7990        -329.9713    -333.6114       3.6401   385.8
0.7995        -329.9810    -333.5550       3.5740   378.8
0.8000        -329.9902    -333.4856       3.4954   370.4
0.8005        -329.9996    -333.4202       3.4206   362.5
0.8010        -330.0099    -333.3758       3.3659   356.7
0.8015        -330.0209    -333.3576       3.3367   353.6
0.8020        -330.0326    -333.3582       3.3256   352.4
0.8025        -330.0446    -333.3602       3.3156   351.4
0.8030        -330.0562    -333.3456       3.2895   348.6
0.8035        -330.0664    -333.3045       3.2381   343.2
0.8040        -330.0762    -333.2408       3.1646   335.4
0.8045        -330.0845    -333.1690       3.0845   326.9
0.8050        -330.0928    -333.1133       3.0206   320.1
0.8055        -330.1016    -333.0937       2.9920   317.1
0.8060        -330.1108    -333.1168       3.0059   318.6
0.8065        -330.1205    -333.1747       3.0542   323.7
0.8070        -330.1304    -333.2494       3.1190   330.5
0.8075        -330.1398    -333.3224       3.1826   337.3
0.8080        -330.1484    -333.3819       3.2334   342.7
0.8085        -330.1570    -333.4261       3.2691   346.4
0.8090        -330.1656    -333.4575       3.2920   348.9
0.8095        -330.1741    -333.4816       3.3075   350.5
0.8100        -330.1826    -333.5060       3.3234   352.2
